# Index: time,,,,,,,
# Units: $ / person,,,,,,,
,,,,,,,
Value1,Value2,Value3,Value4,Value5,Value6,Value7,Value8
~N(1;0),~Triangular(0.8;1.2;1),~Triangular(0.8;1.2;1),~Triangular(0.65;1.35;1.0),~Triangular(0.5;1.5;1.0),~Triangular(0.5;1.5;1.0),~Triangular(0.5;1.5;1.0),~Triangular(0.5;1.5;1.0)
